no,title,link
84,10.26早读 | Brian McKnight—Back At One,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=1&sn=e53d239417d26d21c7d3521c83bbf697&chksm=f7ebcd50c09c44469782eda1309669e1f5cfd039ad256d95c3924c6db76979b05e3daaa1b818#rd
85,way to go 原来是这个意思~,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=2&sn=0cfc313e55357b1e8435a71b67d6cc93&chksm=f7ebcd50c09c4446a6734c0e97cd7f3e33e5a6daaabc2db14a82c8d6a44f27f00754473afe67#rd
86,每日听写|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=3&sn=a738674ea67d4e2305ff6c3d953ba208&chksm=f7ebcd50c09c44462a31b4f24a786c18c477078f5bdeb4c563432d1fa4f0e56e5c19788442b3#rd
87,我们一起神翻译|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=4&sn=291f28b854de93c18b1b6e5b6b3d007a&chksm=f7ebcd50c09c44461ad23148131579f46049c305480171e95544f796a800a5ace690c0271377#rd
88,每日一句|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=5&sn=dfb2db8be5f8031979e7a05b19df83c1&chksm=f7ebcd50c09c4446bc462b5fdba95c055c79820825581f1ce7a0d716861f51012f24c9e46e7f#rd
89,10.25早读 | 勇于接受挑战，克服心中恐惧，追寻渴望的宝藏，等待属于你的冒险故事的开始,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=1&sn=2898d4c10cb28c30255089f1b88ce37f&chksm=f7ebcdbdc09c44abe94f5a602c5da5a7eb43abfe0033d53fa94250944009c047d78b504c1555#rd
90,【老外说】生命在于运动,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=2&sn=3f7c4ecdecdc35b16bddd07aa79b8d0a&chksm=f7ebcdbdc09c44abf9c13d52e01194f537fe46281ef4aa4807359f5d459c89e3e395271827d1#rd
91,每日听写|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=3&sn=b35150a82be7b13ff940cefbae4006d8&chksm=f7ebcdbdc09c44abb93fbbd866eb47cda521386e75785c3021c7a881224ff739f5ae46b5888f#rd
92,我们一起神翻译|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=4&sn=fc64d846f1f3272c631bfb7eaf00d653&chksm=f7ebcdbdc09c44abff37dde906fd3801900b93ba3509998341a0fc12e8ea7d9845d9df233d91#rd
93,每日一句|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=5&sn=533bbf8555ebd09e6bf53281e79b98d4&chksm=f7ebcdbdc09c44ab8daca32be3d91cec23d72984662df1f3f72d20491f9f03138a2056e47bdd#rd
94,为你读诗-The Road Not Taken,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=1&sn=f68607ed9875f9bc9a969d0222fb1dfd&chksm=f7ebcdfcc09c44eaf96b97933d88b40066e65acab416a880a59247e83e9a3039682954e311d4#rd
95,10.24早读 | 困境总有时，但也正是因为这样，你才会时时记得幸福时刻的美好,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=2&sn=c30f939e920a19f2d5d5d1f62e41dbaa&chksm=f7ebcdfcc09c44ead48a9fa85a555a2988aee9c4907200f836469ae9daee86515a7875f8a7c8#rd
96,每日听写飞鸟集|The Lake House07,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=3&sn=b4b2c45b65f5613a8171ced6f23631f6&chksm=f7ebcdfcc09c44ea3abbd6b8bcbf8c020fb15e11383a64f7690d77d9dcdb2fbc2db74744bc04#rd
97,听歌学英文 | I Waiting For Love-Avicii/Martin Garrix,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=1&sn=9d88b25f42b1059511f8db6c0b630239&chksm=f7ebcde9c09c44ffd66364147be84a35532a837e8da37875535d5f0a1309aba0a86f259eee5e#rd
98,10.23早读 | 我们需要更多的女性掌舵，更多的有色人种掌舵，更多的残疾人掌舵,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=2&sn=9ccf6e362cce48208697aa0a08b5f62b&chksm=f7ebcde9c09c44ff177c7c06ba93c1584353477efee48fcbf68d05fdf67f33f6b6bd50929332#rd
99,每日听写10.18-10.22初级汇总,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=3&sn=bd117f66b14c06248fa98f2ff2a3f9ad&chksm=f7ebcde9c09c44ffdd2dc1832e7dc1e3866f81afd91623ad874bfa8581c98b56c2d3fbcd0626#rd
100,10.22早读 | 当我们做选择时，命运很少眷顾我们,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=1&sn=b5359d8f745af698971a476238cabafc&chksm=f7ebcdc2c09c44d4fd24935fdd1a262bf9fabf5d57947e762846a6a6f12aa1275dfac74338fb#rd
101,“渡过难关”用英语怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=2&sn=d030d303b541668ba6a4a1217245ff02&chksm=f7ebcdc2c09c44d447d1050e6d6330dfff81b0448e75b1bd2b06cab1032189788af06e354c60#rd
102,每日听写|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=3&sn=042701883f9cef91c533f99605665a49&chksm=f7ebcdc2c09c44d4e1f845dcf6559ac84ddd5b0671f3ad625fe8aa7cd5ff42a4f029900aa0bd#rd
103,我们一起神翻译|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=4&sn=5d7f0d1513d83fd1ccb45ff430e1a319&chksm=f7ebcdc2c09c44d43c2f54d919a2a114c49c59c36533781e2a25a1d7c20a1935161fbebf3c9e#rd
104,每日一句|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=5&sn=9ed4aacabaa838fd937ed4fa20b1f3c6&chksm=f7ebcdc2c09c44d44737d527cf98c298dc6fd16b25f08bcd11ac00af0af9ddc9fc1b6b4aa177#rd
105,10.26早读 | Brian McKnight—Back At One,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=1&sn=e53d239417d26d21c7d3521c83bbf697&chksm=f7ebcd50c09c44469782eda1309669e1f5cfd039ad256d95c3924c6db76979b05e3daaa1b818#rd
106,way to go 原来是这个意思~,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=2&sn=0cfc313e55357b1e8435a71b67d6cc93&chksm=f7ebcd50c09c4446a6734c0e97cd7f3e33e5a6daaabc2db14a82c8d6a44f27f00754473afe67#rd
107,每日听写|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=3&sn=a738674ea67d4e2305ff6c3d953ba208&chksm=f7ebcd50c09c44462a31b4f24a786c18c477078f5bdeb4c563432d1fa4f0e56e5c19788442b3#rd
108,我们一起神翻译|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=4&sn=291f28b854de93c18b1b6e5b6b3d007a&chksm=f7ebcd50c09c44461ad23148131579f46049c305480171e95544f796a800a5ace690c0271377#rd
109,每日一句|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=5&sn=dfb2db8be5f8031979e7a05b19df83c1&chksm=f7ebcd50c09c4446bc462b5fdba95c055c79820825581f1ce7a0d716861f51012f24c9e46e7f#rd
110,10.25早读 | 勇于接受挑战，克服心中恐惧，追寻渴望的宝藏，等待属于你的冒险故事的开始,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=1&sn=2898d4c10cb28c30255089f1b88ce37f&chksm=f7ebcdbdc09c44abe94f5a602c5da5a7eb43abfe0033d53fa94250944009c047d78b504c1555#rd
111,【老外说】生命在于运动,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=2&sn=3f7c4ecdecdc35b16bddd07aa79b8d0a&chksm=f7ebcdbdc09c44abf9c13d52e01194f537fe46281ef4aa4807359f5d459c89e3e395271827d1#rd
112,每日听写|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=3&sn=b35150a82be7b13ff940cefbae4006d8&chksm=f7ebcdbdc09c44abb93fbbd866eb47cda521386e75785c3021c7a881224ff739f5ae46b5888f#rd
113,我们一起神翻译|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=4&sn=fc64d846f1f3272c631bfb7eaf00d653&chksm=f7ebcdbdc09c44abff37dde906fd3801900b93ba3509998341a0fc12e8ea7d9845d9df233d91#rd
114,每日一句|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=5&sn=533bbf8555ebd09e6bf53281e79b98d4&chksm=f7ebcdbdc09c44ab8daca32be3d91cec23d72984662df1f3f72d20491f9f03138a2056e47bdd#rd
115,为你读诗-The Road Not Taken,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=1&sn=f68607ed9875f9bc9a969d0222fb1dfd&chksm=f7ebcdfcc09c44eaf96b97933d88b40066e65acab416a880a59247e83e9a3039682954e311d4#rd
116,10.24早读 | 困境总有时，但也正是因为这样，你才会时时记得幸福时刻的美好,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=2&sn=c30f939e920a19f2d5d5d1f62e41dbaa&chksm=f7ebcdfcc09c44ead48a9fa85a555a2988aee9c4907200f836469ae9daee86515a7875f8a7c8#rd
117,每日听写飞鸟集|The Lake House07,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=3&sn=b4b2c45b65f5613a8171ced6f23631f6&chksm=f7ebcdfcc09c44ea3abbd6b8bcbf8c020fb15e11383a64f7690d77d9dcdb2fbc2db74744bc04#rd
118,听歌学英文 | I Waiting For Love-Avicii/Martin Garrix,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=1&sn=9d88b25f42b1059511f8db6c0b630239&chksm=f7ebcde9c09c44ffd66364147be84a35532a837e8da37875535d5f0a1309aba0a86f259eee5e#rd
119,10.23早读 | 我们需要更多的女性掌舵，更多的有色人种掌舵，更多的残疾人掌舵,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=2&sn=9ccf6e362cce48208697aa0a08b5f62b&chksm=f7ebcde9c09c44ff177c7c06ba93c1584353477efee48fcbf68d05fdf67f33f6b6bd50929332#rd
120,每日听写10.18-10.22初级汇总,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=3&sn=bd117f66b14c06248fa98f2ff2a3f9ad&chksm=f7ebcde9c09c44ffdd2dc1832e7dc1e3866f81afd91623ad874bfa8581c98b56c2d3fbcd0626#rd
121,10.22早读 | 当我们做选择时，命运很少眷顾我们,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=1&sn=b5359d8f745af698971a476238cabafc&chksm=f7ebcdc2c09c44d4fd24935fdd1a262bf9fabf5d57947e762846a6a6f12aa1275dfac74338fb#rd
122,“渡过难关”用英语怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=2&sn=d030d303b541668ba6a4a1217245ff02&chksm=f7ebcdc2c09c44d447d1050e6d6330dfff81b0448e75b1bd2b06cab1032189788af06e354c60#rd
123,每日听写|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=3&sn=042701883f9cef91c533f99605665a49&chksm=f7ebcdc2c09c44d4e1f845dcf6559ac84ddd5b0671f3ad625fe8aa7cd5ff42a4f029900aa0bd#rd
124,我们一起神翻译|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=4&sn=5d7f0d1513d83fd1ccb45ff430e1a319&chksm=f7ebcdc2c09c44d43c2f54d919a2a114c49c59c36533781e2a25a1d7c20a1935161fbebf3c9e#rd
125,每日一句|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=5&sn=9ed4aacabaa838fd937ed4fa20b1f3c6&chksm=f7ebcdc2c09c44d44737d527cf98c298dc6fd16b25f08bcd11ac00af0af9ddc9fc1b6b4aa177#rd
126,10.26早读 | Brian McKnight—Back At One,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=1&sn=e53d239417d26d21c7d3521c83bbf697&chksm=f7ebcd50c09c44469782eda1309669e1f5cfd039ad256d95c3924c6db76979b05e3daaa1b818#rd
127,way to go 原来是这个意思~,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=2&sn=0cfc313e55357b1e8435a71b67d6cc93&chksm=f7ebcd50c09c4446a6734c0e97cd7f3e33e5a6daaabc2db14a82c8d6a44f27f00754473afe67#rd
128,每日听写|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=3&sn=a738674ea67d4e2305ff6c3d953ba208&chksm=f7ebcd50c09c44462a31b4f24a786c18c477078f5bdeb4c563432d1fa4f0e56e5c19788442b3#rd
129,我们一起神翻译|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=4&sn=291f28b854de93c18b1b6e5b6b3d007a&chksm=f7ebcd50c09c44461ad23148131579f46049c305480171e95544f796a800a5ace690c0271377#rd
130,每日一句|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=5&sn=dfb2db8be5f8031979e7a05b19df83c1&chksm=f7ebcd50c09c4446bc462b5fdba95c055c79820825581f1ce7a0d716861f51012f24c9e46e7f#rd
131,10.25早读 | 勇于接受挑战，克服心中恐惧，追寻渴望的宝藏，等待属于你的冒险故事的开始,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=1&sn=2898d4c10cb28c30255089f1b88ce37f&chksm=f7ebcdbdc09c44abe94f5a602c5da5a7eb43abfe0033d53fa94250944009c047d78b504c1555#rd
132,【老外说】生命在于运动,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=2&sn=3f7c4ecdecdc35b16bddd07aa79b8d0a&chksm=f7ebcdbdc09c44abf9c13d52e01194f537fe46281ef4aa4807359f5d459c89e3e395271827d1#rd
133,每日听写|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=3&sn=b35150a82be7b13ff940cefbae4006d8&chksm=f7ebcdbdc09c44abb93fbbd866eb47cda521386e75785c3021c7a881224ff739f5ae46b5888f#rd
134,我们一起神翻译|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=4&sn=fc64d846f1f3272c631bfb7eaf00d653&chksm=f7ebcdbdc09c44abff37dde906fd3801900b93ba3509998341a0fc12e8ea7d9845d9df233d91#rd
135,每日一句|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=5&sn=533bbf8555ebd09e6bf53281e79b98d4&chksm=f7ebcdbdc09c44ab8daca32be3d91cec23d72984662df1f3f72d20491f9f03138a2056e47bdd#rd
136,为你读诗-The Road Not Taken,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=1&sn=f68607ed9875f9bc9a969d0222fb1dfd&chksm=f7ebcdfcc09c44eaf96b97933d88b40066e65acab416a880a59247e83e9a3039682954e311d4#rd
137,10.24早读 | 困境总有时，但也正是因为这样，你才会时时记得幸福时刻的美好,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=2&sn=c30f939e920a19f2d5d5d1f62e41dbaa&chksm=f7ebcdfcc09c44ead48a9fa85a555a2988aee9c4907200f836469ae9daee86515a7875f8a7c8#rd
138,每日听写飞鸟集|The Lake House07,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=3&sn=b4b2c45b65f5613a8171ced6f23631f6&chksm=f7ebcdfcc09c44ea3abbd6b8bcbf8c020fb15e11383a64f7690d77d9dcdb2fbc2db74744bc04#rd
139,听歌学英文 | I Waiting For Love-Avicii/Martin Garrix,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=1&sn=9d88b25f42b1059511f8db6c0b630239&chksm=f7ebcde9c09c44ffd66364147be84a35532a837e8da37875535d5f0a1309aba0a86f259eee5e#rd
140,10.23早读 | 我们需要更多的女性掌舵，更多的有色人种掌舵，更多的残疾人掌舵,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=2&sn=9ccf6e362cce48208697aa0a08b5f62b&chksm=f7ebcde9c09c44ff177c7c06ba93c1584353477efee48fcbf68d05fdf67f33f6b6bd50929332#rd
141,每日听写10.18-10.22初级汇总,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=3&sn=bd117f66b14c06248fa98f2ff2a3f9ad&chksm=f7ebcde9c09c44ffdd2dc1832e7dc1e3866f81afd91623ad874bfa8581c98b56c2d3fbcd0626#rd
142,10.22早读 | 当我们做选择时，命运很少眷顾我们,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=1&sn=b5359d8f745af698971a476238cabafc&chksm=f7ebcdc2c09c44d4fd24935fdd1a262bf9fabf5d57947e762846a6a6f12aa1275dfac74338fb#rd
143,“渡过难关”用英语怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=2&sn=d030d303b541668ba6a4a1217245ff02&chksm=f7ebcdc2c09c44d447d1050e6d6330dfff81b0448e75b1bd2b06cab1032189788af06e354c60#rd
144,每日听写|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=3&sn=042701883f9cef91c533f99605665a49&chksm=f7ebcdc2c09c44d4e1f845dcf6559ac84ddd5b0671f3ad625fe8aa7cd5ff42a4f029900aa0bd#rd
145,我们一起神翻译|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=4&sn=5d7f0d1513d83fd1ccb45ff430e1a319&chksm=f7ebcdc2c09c44d43c2f54d919a2a114c49c59c36533781e2a25a1d7c20a1935161fbebf3c9e#rd
146,每日一句|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=5&sn=9ed4aacabaa838fd937ed4fa20b1f3c6&chksm=f7ebcdc2c09c44d44737d527cf98c298dc6fd16b25f08bcd11ac00af0af9ddc9fc1b6b4aa177#rd
147,10.26早读 | Brian McKnight—Back At One,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=1&sn=e53d239417d26d21c7d3521c83bbf697&chksm=f7ebcd50c09c44469782eda1309669e1f5cfd039ad256d95c3924c6db76979b05e3daaa1b818#rd
148,way to go 原来是这个意思~,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=2&sn=0cfc313e55357b1e8435a71b67d6cc93&chksm=f7ebcd50c09c4446a6734c0e97cd7f3e33e5a6daaabc2db14a82c8d6a44f27f00754473afe67#rd
149,每日听写|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=3&sn=a738674ea67d4e2305ff6c3d953ba208&chksm=f7ebcd50c09c44462a31b4f24a786c18c477078f5bdeb4c563432d1fa4f0e56e5c19788442b3#rd
150,我们一起神翻译|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=4&sn=291f28b854de93c18b1b6e5b6b3d007a&chksm=f7ebcd50c09c44461ad23148131579f46049c305480171e95544f796a800a5ace690c0271377#rd
151,每日一句|10.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556125&idx=5&sn=dfb2db8be5f8031979e7a05b19df83c1&chksm=f7ebcd50c09c4446bc462b5fdba95c055c79820825581f1ce7a0d716861f51012f24c9e46e7f#rd
152,10.25早读 | 勇于接受挑战，克服心中恐惧，追寻渴望的宝藏，等待属于你的冒险故事的开始,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=1&sn=2898d4c10cb28c30255089f1b88ce37f&chksm=f7ebcdbdc09c44abe94f5a602c5da5a7eb43abfe0033d53fa94250944009c047d78b504c1555#rd
153,【老外说】生命在于运动,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=2&sn=3f7c4ecdecdc35b16bddd07aa79b8d0a&chksm=f7ebcdbdc09c44abf9c13d52e01194f537fe46281ef4aa4807359f5d459c89e3e395271827d1#rd
154,每日听写|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=3&sn=b35150a82be7b13ff940cefbae4006d8&chksm=f7ebcdbdc09c44abb93fbbd866eb47cda521386e75785c3021c7a881224ff739f5ae46b5888f#rd
155,我们一起神翻译|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=4&sn=fc64d846f1f3272c631bfb7eaf00d653&chksm=f7ebcdbdc09c44abff37dde906fd3801900b93ba3509998341a0fc12e8ea7d9845d9df233d91#rd
156,每日一句|10.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556080&idx=5&sn=533bbf8555ebd09e6bf53281e79b98d4&chksm=f7ebcdbdc09c44ab8daca32be3d91cec23d72984662df1f3f72d20491f9f03138a2056e47bdd#rd
157,为你读诗-The Road Not Taken,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=1&sn=f68607ed9875f9bc9a969d0222fb1dfd&chksm=f7ebcdfcc09c44eaf96b97933d88b40066e65acab416a880a59247e83e9a3039682954e311d4#rd
158,10.24早读 | 困境总有时，但也正是因为这样，你才会时时记得幸福时刻的美好,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=2&sn=c30f939e920a19f2d5d5d1f62e41dbaa&chksm=f7ebcdfcc09c44ead48a9fa85a555a2988aee9c4907200f836469ae9daee86515a7875f8a7c8#rd
159,每日听写飞鸟集|The Lake House07,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556017&idx=3&sn=b4b2c45b65f5613a8171ced6f23631f6&chksm=f7ebcdfcc09c44ea3abbd6b8bcbf8c020fb15e11383a64f7690d77d9dcdb2fbc2db74744bc04#rd
160,听歌学英文 | I Waiting For Love-Avicii/Martin Garrix,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=1&sn=9d88b25f42b1059511f8db6c0b630239&chksm=f7ebcde9c09c44ffd66364147be84a35532a837e8da37875535d5f0a1309aba0a86f259eee5e#rd
161,10.23早读 | 我们需要更多的女性掌舵，更多的有色人种掌舵，更多的残疾人掌舵,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=2&sn=9ccf6e362cce48208697aa0a08b5f62b&chksm=f7ebcde9c09c44ff177c7c06ba93c1584353477efee48fcbf68d05fdf67f33f6b6bd50929332#rd
162,每日听写10.18-10.22初级汇总,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653556004&idx=3&sn=bd117f66b14c06248fa98f2ff2a3f9ad&chksm=f7ebcde9c09c44ffdd2dc1832e7dc1e3866f81afd91623ad874bfa8581c98b56c2d3fbcd0626#rd
163,10.22早读 | 当我们做选择时，命运很少眷顾我们,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=1&sn=b5359d8f745af698971a476238cabafc&chksm=f7ebcdc2c09c44d4fd24935fdd1a262bf9fabf5d57947e762846a6a6f12aa1275dfac74338fb#rd
164,“渡过难关”用英语怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=2&sn=d030d303b541668ba6a4a1217245ff02&chksm=f7ebcdc2c09c44d447d1050e6d6330dfff81b0448e75b1bd2b06cab1032189788af06e354c60#rd
165,每日听写|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=3&sn=042701883f9cef91c533f99605665a49&chksm=f7ebcdc2c09c44d4e1f845dcf6559ac84ddd5b0671f3ad625fe8aa7cd5ff42a4f029900aa0bd#rd
166,我们一起神翻译|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=4&sn=5d7f0d1513d83fd1ccb45ff430e1a319&chksm=f7ebcdc2c09c44d43c2f54d919a2a114c49c59c36533781e2a25a1d7c20a1935161fbebf3c9e#rd
167,每日一句|10.22,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653555983&idx=5&sn=9ed4aacabaa838fd937ed4fa20b1f3c6&chksm=f7ebcdc2c09c44d44737d527cf98c298dc6fd16b25f08bcd11ac00af0af9ddc9fc1b6b4aa177#rd
